BTC
4261.45
4308.83
4320.0
4315.32
4311.02
4324.35
4291.38
4349.99
4360.7
4360.69
4360.0
4444.0
4440.0
4460.0
4485.39
4427.3
4418.12
4411.0
4440.0
4459.0
4467.81
4470.82
4432.2
4352.34
4290.17
4354.18
4335.28
4289.24
4287.69
4256.97
4287.61
4325.23
4273.16
4346.74
4349.33
4333.55
4326.29
4336.8
4327.89
4285.08
4292.11
4286.53
4214.97
4243.59
4278.05
4267.59
4244.77
4292.39
4245.0
4287.92
4317.21
4313.56
4289.09
4279.46
4286.05
4300.25
4306.41
4282.73
4307.01
4304.15
4349.0
4356.31
4330.0
4340.31
4340.3
4331.71
4278.0
4293.09
4256.79
4259.4
4229.86
4236.89
4273.78
4250.34
4197.73
4193.35
4173.0
4117.41
4066.21
4136.28
4010.9
4021.11
3982.87
3975.69
4094.0
4113.75
4119.42
4108.37
4125.44
4163.49
4156.99
4148.53
4168.07
4156.39
4156.0
4138.55
4130.0
4068.26
4047.71
4077.0
4045.59
3986.87
3999.15
4033.47
4035.08
3999.0
4021.04
4068.2
4000.58
4000.58
3960.76
3957.6
4033.0
4095.0
4059.93
4039.84
4027.21
4042.41
4016.96
3972.05
4049.69
4000.0
4000.98
4027.37
4079.0
4086.29
4089.01
4076.12
4069.66
4075.98
4149.98
4074.23
4139.98
4139.98
4139.98
4139.98
4096.33
4086.09
4082.53
4082.53
4112.03
4124.69
4111.26
4094.62
4094.62
4093.0
4142.16
4117.41
4093.57
4115.41
4109.41
4155.87
4184.68
4184.73
4155.0
4155.0
4155.0
4142.41
4125.44
4106.53
4080.0
4108.47
4125.0
4063.35
4096.32
4096.32
4114.4
4125.0
4111.51
4131.46
4132.47
4129.0
4132.0
4154.56
4166.0
4164.6
4137.18
4140.93
4131.47
4150.0
4156.57
4169.98
4124.44
4086.29
4105.63
4108.28
4114.86
4094.6
4061.19
4079.94
4083.77
4084.76
4079.25
4104.68
4082.96
4016.9
3953.41
3982.96
4033.22
4043.63
4035.0
4036.3
4035.82
4074.0
4088.08
4088.1
4010.78
4023.11
4023.0
4000.0
4007.19
3951.49
3979.11
3989.17
4014.99
4022.0
3977.39
4029.05
3985.62
4016.2
4027.0
3918.8
4025.0
4027.05
3950.0
4025.04
4019.52
4039.1
4039.09
4041.1
4016.0
4016.0
3974.05
3790.0
3799.99
3700.0
3797.99
3849.98
3849.98
3862.39
3683.03
3500.8
3690.0
3626.99
3827.22
3803.0
3777.05
3798.08
3790.11
3794.12
3869.42
3904.56
3893.92
3844.08
3893.52
3866.48
3920.31
3934.01
3889.38
3920.99
3786.81
3849.0
3874.41
3858.23
3910.92
3905.84
3950.55
3943.0
4063.69
4043.76
4019.97
3984.24
3953.13
3960.29
3948.6
3946.67
3978.77
4002.0
3977.39
4040.0
4036.92
4036.0
4071.16
4100.0
4099.0
4083.72
4092.93
4100.41
4070.02
4083.6
4071.0
4053.18
4066.88
4080.0
4052.49
4074.88
4081.0
4124.0
4194.91
4203.12
4214.44
4228.02
4208.7
4237.99
4219.06
4215.68
4190.17
4211.0
4208.77
4174.0
4196.42
4197.05
4239.46
4210.03
4180.01
4166.27
4150.65
4143.37
4156.61
4117.07
4090.0
4118.4
4118.0
4090.0
4089.18
4114.2
4147.88
4114.01
4153.68
4131.0
4141.41
4140.91
4155.82
4131.92
4130.0
4113.58
4112.49
4113.98
4128.82
4132.09
4148.34
4133.42
4156.88
4153.32
4186.88
4200.0
4196.73
4165.01
4172.0
4173.98
4180.0
4202.0
4136.33
4150.89
4162.48
4157.74
4201.2
4221.0
4208.0
4222.0
4214.0
4215.0
4196.01
4188.18
4207.0
4221.0
4220.38
4216.07
4235.0
4193.5
4205.87
4207.0
4270.0
4326.23
4335.0
4316.01
4319.66
4366.0
4347.54
4333.01
4329.0
4363.71
4295.8
4312.69
4328.62
4310.2
4335.28
4281.04
4267.5
4302.72
4317.67
4329.0
4316.55
4332.17
4348.0
4344.56
4330.0
4314.33
4314.33
4361.27
4317.67
4309.69
4304.9
4312.0
4330.0
4305.0
4409.3
4394.36
4389.58
4447.31
4399.79
4402.32
4402.34
4449.44
4388.89
4307.17
4250.01
4286.29
4268.85
4288.99
4309.22
4303.37
4302.13
4280.68
4280.0
4281.0
4308.13
4284.0
4260.65
4266.04
4273.84
4297.94
4282.8
4297.94
4263.04
4295.75
4280.82
4319.7
4297.94
4319.7
4318.74
4319.7
4303.08
4274.84
4289.12
4292.8
4292.8
4288.72
4274.83
4243.98
4247.94
4261.89
4261.89
4274.0
4259.9
4275.0
4275.0
4265.97
4234.7
4255.19
4262.99
4272.0
4292.36
4293.52
4302.0
4333.56
4319.64
4313.98
4297.94
4300.0
4330.0
4337.44
4327.83
4354.0
4368.0
4379.32
4400.0
4368.1
4328.4
4314.91
4328.0
4328.0
4317.9
4320.52
4314.89
4314.9
4330.61
4313.84
4311.85
4302.14
4329.32
4320.81
4301.0
4302.73
4298.79
4323.37
4326.37
4298.66
4327.34
4312.69
4309.64
4312.19
4324.99
4325.0
4338.0
4306.0
4370.0
4340.0
4335.0
4368.41
4335.07
4368.41
4345.0
4345.0
4338.0
4370.0
4371.42
4315.16
4314.7
4310.01
4326.91
4282.2
4280.81
4280.04
4284.8
4295.0
4239.37
4239.37
4189.99
4227.0
4170.01
4169.01
4271.02
4221.04
4270.0
4261.9
4275.0
4252.7
4242.96
4227.0
4258.21
4290.77
4288.07
4308.0
4289.5
4280.0
4324.0
4347.0
4315.0
4291.13
4292.77
4273.59
4281.54
4322.65
4349.69
4324.67
4323.32
4312.7
4361.33
4321.65
4321.65
4312.43
4328.56
4331.47
4361.45
4353.32
4378.52
4386.69
4354.62
4349.44
4346.19
4349.54
4325.28
4314.78
4383.99
4376.99
4358.55
4363.16
4362.49
4356.76
4389.48
4363.21
4360.39
4329.02
4349.15
4352.52
4347.55
4367.4
4333.2
4346.86
4362.42
