Timestamp,Open,High,Low,Close,Volume
2017-08-17T04:00:00.000Z,301.13,301.13,298.0,299.39,37.24232
2017-08-17T04:30:00.000Z,299.39,302.57,299.39,301.61,88.42645
2017-08-17T05:00:00.000Z,301.61,303.28,300.0,302.21,231.80622
2017-08-17T05:30:00.000Z,302.21,303.28,302.08,303.1,145.86624
2017-08-17T06:00:00.000Z,302.4,303.71,302.02,303.11,117.26475
2017-08-17T06:30:00.000Z,303.11,304.44,301.9,302.68,186.60197
2017-08-17T07:00:00.000Z,302.68,304.97,302.6,304.61,437.24741
2017-08-17T07:30:00.000Z,304.61,307.96,304.53,307.96,317.49769
2017-08-17T08:00:00.000Z,307.95,309.77,307.0,309.77,95.56669
2017-08-17T08:30:00.000Z,309.77,309.97,307.86,308.62,55.1836
2017-08-17T09:00:00.000Z,308.62,311.46,308.62,311.46,172.22652
2017-08-17T09:30:00.000Z,309.89,312.0,309.29,310.0,297.05227
2017-08-17T10:00:00.000Z,310.0,310.62,308.54,309.22,113.72683
2017-08-17T10:30:00.000Z,309.22,310.97,309.22,309.3,170.66457
2017-08-17T11:00:00.000Z,308.3,310.4,307.78,310.4,148.66897
2017-08-17T11:30:00.000Z,310.4,310.68,308.39,308.95,124.62143
2017-08-17T12:00:00.000Z,308.95,310.51,307.98,308.76,204.92269
2017-08-17T12:30:00.000Z,308.62,308.62,308.03,308.62,196.87009
2017-08-17T13:00:00.000Z,308.62,309.72,308.45,309.52,117.01896
2017-08-17T13:30:00.000Z,309.52,309.52,307.77,309.4,193.56146
2017-08-17T14:00:00.000Z,307.77,308.45,305.49,307.59,415.64781
2017-08-17T14:30:00.000Z,307.59,308.71,306.17,306.5,294.61184
2017-08-17T15:00:00.000Z,306.5,308.76,306.43,306.43,144.74268
2017-08-17T15:30:00.000Z,306.4,307.06,303.56,307.06,314.67714
2017-08-17T16:00:00.000Z,307.74,309.4,298.21,309.4,425.43132
2017-08-17T16:30:00.000Z,308.76,312.18,303.72,308.0,171.37945
2017-08-17T17:00:00.000Z,308.0,308.33,308.0,308.33,58.61508
2017-08-17T17:30:00.000Z,308.33,308.33,303.98,308.33,133.33348
2017-08-17T18:00:00.000Z,308.33,310.64,298.96,310.64,89.27669
2017-08-17T18:30:00.000Z,311.53,311.53,301.97,309.1,114.37811
2017-08-17T19:00:00.000Z,309.1,309.84,302.22,308.71,128.79403
2017-08-17T19:30:00.000Z,308.71,309.41,301.6,301.6,86.84376
2017-08-17T20:00:00.000Z,301.6,309.4,301.6,301.88,177.21824
2017-08-17T20:30:00.000Z,301.88,304.79,299.01,304.79,95.20427
2017-08-17T21:00:00.000Z,304.79,307.02,304.25,307.02,114.55751
2017-08-17T21:30:00.000Z,307.02,309.4,304.04,307.44,215.98775
2017-08-17T22:00:00.000Z,308.57,310.26,303.44,305.62,183.99406
2017-08-17T22:30:00.000Z,305.62,310.74,303.59,306.74,184.37379
2017-08-17T23:00:00.000Z,306.74,310.85,303.02,303.02,124.94713
2017-08-17T23:30:00.000Z,303.02,306.2,302.0,302.0,104.65907
2017-08-18T00:00:00.000Z,302.0,306.2,300.17,304.88,185.10686
2017-08-18T00:30:00.000Z,304.88,305.34,297.4,301.19,316.15872
2017-08-18T01:00:00.000Z,300.08,302.02,295.19,296.19,182.18318
2017-08-18T01:30:00.000Z,296.19,305.55,296.19,298.73,192.23343
2017-08-18T02:00:00.000Z,298.73,304.7,298.73,299.61,102.5575
2017-08-18T02:30:00.000Z,299.61,303.19,299.61,300.52,106.41099
2017-08-18T03:00:00.000Z,300.05,306.47,300.05,301.21,400.05865
2017-08-18T03:30:00.000Z,301.21,302.95,300.11,301.4,205.87386
2017-08-18T04:00:00.000Z,301.4,301.47,298.41,298.94,218.12457
2017-08-18T04:30:00.000Z,298.94,302.95,298.94,301.8,226.21338
2017-08-18T05:00:00.000Z,301.8,303.99,300.0,303.77,300.79695
2017-08-18T05:30:00.000Z,305.08,305.92,303.63,304.7,224.53662
2017-08-18T06:00:00.000Z,304.7,305.96,303.21,303.21,161.35912
2017-08-18T06:30:00.000Z,303.21,307.0,303.21,307.0,194.76308
2017-08-18T07:00:00.000Z,307.0,309.49,305.23,306.13,296.99036
